path,source_class,linked_symbols,line_count,encoding,extraction_status,quality_flags
٠.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
١.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
١.txt,PRIOR_ANALYSIS,,35,utf-8-sig,TEXT_AVAILABLE,
١.١.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
١٠.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
١١.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
١٢.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
٢.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
٣.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
٣.١.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
٤.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
٥.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
٥٠٠ ارتفاع .txt,PRIOR_ANALYSIS,RAVEUSDT,757,utf-8-sig,TEXT_AVAILABLE,
٦.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
٧.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
٨.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
٩.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
